Perovskite_dimension_3D,Perovskite_composition_perovskite_ABC3_structure,Perovskite_composition_short_form,Perovskite_composition_long_form,Perovskite_band_gap
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,MAPbI,MAPbI3,1.57
TRUE,TRUE,MAPbI,MAPbI3,1.57
TRUE,TRUE,FAMAPbBrI,FA0.4MA0.6PbBr0.1I2.9,1.51
TRUE,TRUE,FAMAPbBrI,FA0.4MA0.6PbBr0.1I2.9,1.51
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbSbI,MAPb0.97Sb0.03I3,1.58
TRUE,TRUE,MAPbSbI,MAPb0.95Sb0.05I3,1.63
TRUE,TRUE,MAPbSbI,MAPb0.92Sb0.08I3,1.65
TRUE,TRUE,MAPbSbI,MAPb0.9Sb0.1I3,1.67
TRUE,TRUE,MAPbSbI,MAPb0.92Sb0.08I3,1.65
TRUE,TRUE,MAPbSbI,MAPb0.92Sb0.08I3,1.65
TRUE,TRUE,MAPbSbI,MAPb0.92Sb0.08I3,1.65
TRUE,TRUE,MAPbSbI,MAPb0.92Sb0.08I3,1.65
TRUE,TRUE,MAPbSbI,MAPb0.92Sb0.08I3,1.65
TRUE,TRUE,MAPbSbI,MAPb0.92Sb0.08I3,1.65
TRUE,TRUE,MAPbSbI,MAPb0.92Sb0.08I3,1.65
TRUE,TRUE,MAPbSbI,MAPb0.92Sb0.08I3,1.65
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.8
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.45
TRUE,TRUE,MAPbI,MAPbI3,2.1
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CaMAPbBrI,Ca0.05MA0.95PbBr0.15I2.85,
TRUE,TRUE,CaMAPbBrI,Ca0.1MA0.9PbBr0.3I2.7,
TRUE,TRUE,CaMAPbBrI,Ca0.2MA0.8PbBr0.6I2.4,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CaMAPbBrI,Ca0.1MA0.9PbBr0.3I2.7,
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.62
TRUE,TRUE,MAPbI,MAPbI3,1.62
TRUE,TRUE,MAPbI,MAPbI3,1.62
TRUE,TRUE,MAPbI,MAPbI3,1.62
TRUE,TRUE,MAPbI,MAPbI3,1.62
TRUE,TRUE,MAPbI,MAPbI3,1.62
TRUE,TRUE,MAPbI,MAPbI3,1.62
FALSE,TRUE,BAMAPbI,BA2MA3Pb4I13,1.64
FALSE,TRUE,BAMAPbI,BA2MA3Pb4I13,1.58
FALSE,TRUE,BAMAPbI,BA2MA3Pb4I13,1.6
FALSE,TRUE,BAMAPbI,BA2MA3Pb4I13,
FALSE,TRUE,BAMAPbI,BA2MA3Pb4I13,
FALSE,TRUE,BAMAPbI,BA2MA3Pb4I13,
FALSE,TRUE,BAMAPbI,BA2MA3Pb4I13,
FALSE,TRUE,BAMAPbI,BA2MA3Pb4I13,
FALSE,TRUE,BAMAPbI,BA2MA3Pb4I13,
FALSE,TRUE,BAMAPbI,BA2MA3Pb4I13,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.62
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.62
TRUE,TRUE,MAPbI,MAPbI3,1.62
TRUE,TRUE,MAPbI,MAPbI3,1.61
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.51I2.49,1.57
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,1.57
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,1.57
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.51I2.49,1.57
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,1.57
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,1.57
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,1.57
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,1.57
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,1.57
TRUE,TRUE,MAPbI,MAPbI3,1.62
TRUE,TRUE,MAPbI,MAPbI3,1.61
TRUE,TRUE,MAPbI,MAPbI3,1.61
TRUE,TRUE,MAPbI,MAPbI3,1.62
TRUE,TRUE,MAPbI,MAPbI3,1.62
TRUE,TRUE,MAPbI,MAPbI3,1.62
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbBrI,MAPbBr0.3I2.7,
TRUE,TRUE,MAPbBrI,MAPbBr0.3I2.7,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.58
FALSE,TRUE,(PEA)MAPbI,(PEA)2MA3Pb4I13,1.72
FALSE,TRUE,(TEA)MAPbI,(TEA)2MA3Pb4I14,1.65
FALSE,TRUE,(PEA)MAPbI,(PEA)2MA3Pb4I13,1.72
FALSE,TRUE,(TEA)MAPbI,(TEA)2MA3Pb4I14,1.65
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,1.617
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,1.609
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,1.599
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsFAPbBrI,Cs0.085FA0.915PbBr0.45I2.55,1.625
TRUE,TRUE,CsFAPbBrI,Cs0.085FA0.915PbBr0.45I2.55,1.625
TRUE,TRUE,CsFAPbBrI,Cs0.085FA0.915PbBr0.45I2.55,1.625
TRUE,TRUE,CsFAPbBrI,Cs0.085FA0.915PbBr0.45I2.55,1.625
TRUE,TRUE,CsFAPbBrI,Cs0.085FA0.915PbBr0.45I2.55,1.625
TRUE,TRUE,CsFAPbBrI,Cs0.085FA0.915PbBr0.45I2.55,1.625
TRUE,TRUE,CsFAPbBrI,Cs0.085FA0.915PbBr0.45I2.55,1.625
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,BiFeO,BiFeO3,
TRUE,TRUE,BiFeO,BiFeO3,
TRUE,TRUE,BiFeO,BiFeO3,
TRUE,TRUE,BiFeO,BiFeO3,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,CsFAPbBrI,Cs0.17FA0.83PbBr1.2I1.8,1.74
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,FALSE,AgCsBiBr,AgCs2BiBr6,
TRUE,FALSE,AgCsBiBr,AgCs2BiBr6,
TRUE,FALSE,AgCsBiBr,AgCs2BiBr6,
TRUE,FALSE,AgCsBiBr,AgCs2BiBr6,
TRUE,FALSE,AgCsBiBr,AgCs2BiBr6,
TRUE,TRUE,MAPbI,MAPbI3,1.51
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,CsFAPbBrI,Cs0.13FA0.87PbBr0.39I2.61,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,CsFAPbBrI,Cs0.13FA0.87PbBr0.39I2.61,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,CsFAPbBrI,Cs0.1FA0.9PbBr0.9I2.1,1.7
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
FALSE,TRUE,BAMAPbI,BA2MA3Pb4I13,1.896
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,CsFAMAPbI,Cs0.15FA0.255MA0.595PbI3,
TRUE,TRUE,CsFAMAPbI,Cs0.15FA0.255MA0.595PbI3,
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAGeI,MAGeI3,
TRUE,TRUE,MAGeBrI,MAGeBr0.15I2.75,
TRUE,TRUE,MAGeBrI,MAGeBr0.3I2.9,
TRUE,TRUE,MAGeBrI,MAGeBr0.45I2.55,
TRUE,TRUE,MAGeBrI,MAGeBr0.6I2.4,
TRUE,TRUE,MAGeBrI,MAGeBrI2,
TRUE,TRUE,MAGeBrI,MAGeBr0.3I2.7,
TRUE,TRUE,FAMAPbBrI,FA0.6MA0.4PbBr0.3I2.9,
TRUE,TRUE,FAMAPbBrI,FA0.6MA0.4PbBr0.3I2.9,
TRUE,TRUE,FAMAPbBrI,FA0.6MA0.4PbBr0.3I2.9,
TRUE,TRUE,FAMAPbBrI,FA0.6MA0.4PbBr0.3I2.9,
TRUE,TRUE,FAMAPbBrI,FA0.6MA0.4PbBr0.3I2.9,
TRUE,TRUE,FAMAPbBrI,FA0.6MA0.4PbBr0.3I2.9,
TRUE,TRUE,FAMAPbBrI,FA0.6MA0.4PbBr0.3I2.9,
TRUE,TRUE,FAMAPbBrI,FA0.6MA0.4PbBr0.3I2.9,
TRUE,TRUE,FAMAPbBrI,FA0.6MA0.4PbBr0.3I2.9,
TRUE,TRUE,FAMAPbBrI,FA0.6MA0.4PbBr0.3I2.9,
TRUE,TRUE,FAMAPbBrI,FA0.6MA0.4PbBr0.3I2.9,
TRUE,TRUE,FAMAPbBrI,FA0.6MA0.4PbBr0.3I2.9,
TRUE,TRUE,MABaPbI,MABa0.01Pb0.99I3,
TRUE,TRUE,MABaPbI,MABa0.03Pb0.97I3,
TRUE,TRUE,MABaPbI,MABa0.05Pb0.95I3,
TRUE,TRUE,MABaPbI,MABa0.1Pb0.9I3,
TRUE,TRUE,MAPbSrI,MAPb0.99Sr0.01I3,
TRUE,TRUE,MAPbSrI,MAPb0.97Sr0.03I3,
TRUE,TRUE,MAPbSrI,MAPb0.95Sr0.05I3,
TRUE,TRUE,MAPbSrI,MAPb0.9Sr0.1I3,
TRUE,TRUE,MACaPbI,MACa0.01Pb0.99I3,
TRUE,TRUE,MACaPbI,MACa0.03Pb0.97I3,
TRUE,TRUE,MACaPbI,MACa0.05Pb0.95I3,
TRUE,TRUE,MACaPbI,MACa0.1Pb0.9I3,
TRUE,TRUE,MAMgPbI,MA0.01Mg0.01Pb0.99I3,
TRUE,TRUE,MAMgPbI,MA0.03Mg0.03Pb0.97I3,
TRUE,TRUE,MAMgPbI,MA0.05Mg0.05Pb0.95I3,
TRUE,TRUE,MAMgPbI,MA0.1Mg0.1Pb0.9I3,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbBrI,MAPbBr1.5I1.5,1.9
TRUE,TRUE,FAMAPbBrI,FA0.87MA0.13PbBr0.39I2.61,
TRUE,TRUE,MAPbI,MAPbI3,1.5
TRUE,TRUE,MAPbI,MAPbI3,1.5
TRUE,TRUE,MAPbI,MAPbI3,1.5
TRUE,TRUE,MAPbI,MAPbI3,1.5
TRUE,TRUE,MAPbI,MAPbI3,1.5
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.47
TRUE,TRUE,MAPbI,MAPbI3,1.47
TRUE,TRUE,MAPbI,MAPbI3,1.47
TRUE,TRUE,MAPbI,MAPbI3,1.47
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
